Resultados de la Correspondencia Asociativa por Conjuntos con Reemplazo Aleatorio
Direccion del bloque de memoria accedido	¿Acierto o fallo?	Conjunto	Contenido de las vias del conjunto de cache despues
88												F					0					80  56  88  -  
60												A					4					20  4  60  84  
35												F					3					3  11  35  -  
26												F					2					26  66  42  18  
5												F					5					93  29  85  5  
68												F					4					20  4  60  68  
68												A					4					20  4  60  68  
52												F					4					20  52  60  68  
30												F					6					30  -  -  -  
37												F					5					37  29  85  5  
47												F					7					71  47  -  -  
14												F					6					30  14  -  -  
83												F					3					3  11  35  83  
41												A					1					41  49  1  9  
86												F					6					30  14  86  -  
90												F					2					26  90  42  18  
17												F					1					41  17  1  9  
4												F					4					4  52  60  68  
46												F					6					30  14  86  46  
79												F					7					71  47  79  -  
55												F					7					71  47  79  55  
54												F					6					54  14  86  46  
68												A					4					4  52  60  68  
78												F					6					54  78  86  46  
83												A					3					3  11  35  83  
52												A					4					4  52  60  68  
82												F					2					26  90  82  18  
54												A					6					54  78  86  46  
69												F					5					37  69  85  5  
14												F					6					54  78  14  46  
26												A					2					26  90  82  18  
78												A					6					54  78  14  46  
23												F					7					71  23  79  55  
21												F					5					37  69  21  5  
76												F					4					4  52  76  68  
2												F					2					26  90  82  2  
75												F					3					75  11  35  83  
63												F					7					71  23  63  55  
48												F					0					80  56  88  48  
65												F					1					41  17  65  9  
2												A					2					26  90  82  2  
73												F					1					41  17  65  73  
41												A					1					41  17  65  73  
37												A					5					37  69  21  5  
46												A					6					54  78  14  46  
19												F					3					75  19  35  83  
96												F					0					96  56  88  48  
34												F					2					26  34  82  2  
93												F					5					37  69  21  93  
90												F					2					26  34  90  2  
48												A					0					96  56  88  48  
47												F					7					71  23  63  47  
34												A					2					26  34  90  2  
91												F					3					75  19  91  83  
31												F					7					31  23  63  47  
17												A					1					41  17  65  73  
60												F					4					60  52  76  68  
24												F					0					96  24  88  48  
23												A					7					31  23  63  47  
86												F					6					86  78  14  46  
67												F					3					75  19  91  67  
97												F					1					41  17  97  73  
83												F					3					83  19  91  67  
72												F					0					96  24  72  48  
63												A					7					31  23  63  47  
60												A					4					60  52  76  68  
82												F					2					82  34  90  2  
73												A					1					41  17  97  73  
86												A					6					86  78  14  46  
59												F					3					83  59  91  67  
60												A					4					60  52  76  68  
72												A					0					96  24  72  48  
22												F					6					86  78  22  46  
57												F					1					57  17  97  73  
17												A					1					57  17  97  73  
54												F					6					86  54  22  46  
17												A					1					57  17  97  73  
Siendo un total de 27 aciertos
Siendo un total de 73 fallos


